id,latitude,longitude,group
1363,59.7833,17.5833,NA
1435,62.8,18.2,NA
1585,65.25,15.6,NA
5835,63.324,18.484,NA
6127,55.8428,13.3058,NA
6171,62.8717,18.3444,NA
6197,55.7714,14.1333,NA
6199,55.7711,14.1206,NA
7519,56.14,15.78,NA
6965,56.3,16,NA
9356,62.8762,18.1746,NA
9434,62.8959,18.3659,NA
5829,55.382301,14.053164,NA
1137,56.6167,16.65,NA
8423,56.113287,13.729755,NA
